Filename,Frame,Time (mins),Length (mm),Precision (mm),RMS (mm),Range (mm),Direction (deg),OpCode,TapeReader,Depth,Comment,Habitat,Soak Time,Bias,FOV,Vis,Family,Genus,Species,Code,Number,Stage,Activity,Length_Comment
ARIC01_1512_L.avi,33434,11.1447,273.264,3.829,2.268,1989.136,20.428,ARCI01_1512,JHicks,18,NA,Algae; Sand; Sparse,60,2,1,1,Carangidae,Pseudocaranx,sp,37337924,1,AD,Passing,NA
ARIC01_1512_L.avi,33542,11.1807,258.796,1.784,0.645,1697.324,14.31,ARCI01_1512,JHicks,18,NA,Algae; Sand; Sparse,60,2,1,1,Carangidae,Pseudocaranx,sp,37337924,1,AD,Passing,NA
ARIC01_1512_L.avi,33542,11.1807,258.546,1.626,2.276,2131.685,13.705,ARCI01_1512,JHicks,18,NA,Algae; Sand; Sparse,60,2,1,1,Carangidae,Pseudocaranx,sp,37337924,1,AD,Passing,NA
ARIC01_1512_L.avi,33542,11.1807,273.237,3.141,1.888,1790.442,13.692,ARCI01_1512,JHicks,18,NA,Algae; Sand; Sparse,60,2,1,1,Carangidae,Pseudocaranx,sp,37337924,1,AD,Passing,NA
ARIC01_1512_L.avi,33597,11.199,252.977,2.245,1.968,1815.513,13.088,ARCI01_1512,JHicks,18,NA,Algae; Sand; Sparse,60,2,1,1,Carangidae,Pseudocaranx,sp,37337924,1,AD,Passing,NA
ARIC01_1512_L.avi,33597,11.199,226.601,2.653,1.645,1857.663,17.986,ARCI01_1512,JHicks,18,NA,Algae; Sand; Sparse,60,2,1,1,Carangidae,Pseudocaranx,sp,37337924,1,AD,Passing,NA
ARIC01_1512_L.avi,33597,11.199,242.887,1.118,6.436,1865.914,6.253,ARCI01_1512,JHicks,18,NA,Algae; Sand; Sparse,60,2,1,1,Carangidae,Pseudocaranx,sp,37337924,1,AD,Passing,NA
ARIC01_1512_L.avi,33850,11.2833,215.895,1.123,4.871,1894.963,10.587,ARCI01_1512,JHicks,18,NA,Algae; Sand; Sparse,60,2,1,1,Carangidae,Pseudocaranx,sp,37337924,1,AD,Passing,NA
ARIC01_1512_L.avi,33850,11.2833,254.951,1.707,4.101,1788.967,18.903,ARCI01_1512,JHicks,18,NA,Algae; Sand; Sparse,60,2,1,1,Carangidae,Pseudocaranx,sp,37337924,1,AD,Passing,NA
ARIC01_1512_L.avi,33850,11.2833,287.364,4.006,3.338,2075.903,10.878,ARCI01_1512,JHicks,18,NA,Algae; Sand; Sparse,60,2,1,1,Carangidae,Pseudocaranx,sp,37337924,1,AD,Passing,NA
ARIC02_1512_L.avi,11479,3.8263,383.716,1.692,6.654,1943.46,19.593,ARCI02_1512,JHicks,16,NA,Algae; Invertebrate; Sparse,60,2,1,2,Kyphosidae,Kyphosus,sydneyanus,37361001,1,AD,Passing,NA
ARIC02_1512_L.avi,184080,61.36,533.058,2.561,3.736,2175.993,1.931,ARCI02_1512,JHicks,16,NA,Algae; Invertebrate; Sparse,60,2,1,2,Cheilodactylidae,Nemadactylus,valenciennesi,37377004,1,AD,Passing,NA
ARIC02_1512_L.avi,24405,8.135,470.183,2.937,0.802,2472.237,17.75,ARCI02_1512,JHicks,16,NA,Algae; Invertebrate; Sparse,60,2,1,2,Labridae,Notolabrus,tetricus,37384003,1,AD,Passing,NA
ARIC02_1512_L.avi,24479,8.1597,437.298,2.084,0.734,1748.931,15.404,ARCI02_1512,JHicks,16,NA,Algae; Invertebrate; Sparse,60,2,1,2,Labridae,Notolabrus,tetricus,37384003,1,AD,Passing,NA
ARIC02_1512_L.avi,44788,14.9293,193.993,0.93,6.798,1600.738,16.227,ARCI02_1512,JHicks,16,NA,Algae; Invertebrate; Sparse,60,2,1,2,Sparidae,Pagrus,auratus,37353001,1,AD,Passing,NA
ARIC02_1512_L.avi,44825,14.9417,183.98,3.011,1.44,1884.043,13.434,ARCI02_1512,JHicks,16,NA,Algae; Invertebrate; Sparse,60,2,1,2,Sparidae,Pagrus,auratus,37353001,1,AD,Passing,NA
ARIC02_1512_L.avi,11479,3.8263,315.142,2.586,2.752,2070.199,7.351,ARCI02_1512,JHicks,16,NA,Algae; Invertebrate; Sparse,60,2,1,2,Carangidae,Pseudocaranx,sp,37337924,1,AD,Passing,NA
ARIC02_1512_L.avi,11479,3.8263,342.135,2.918,1.53,2327.466,11.955,ARCI02_1512,JHicks,16,NA,Algae; Invertebrate; Sparse,60,2,1,2,Carangidae,Pseudocaranx,sp,37337924,1,AD,Passing,NA
ARIC02_1512_L.avi,11642,3.8807,341.506,2.235,1.315,1988.078,3.406,ARCI02_1512,JHicks,16,NA,Algae; Invertebrate; Sparse,60,2,1,2,Carangidae,Pseudocaranx,sp,37337924,1,AD,Passing,NA
ARIC02_1512_L.avi,11642,3.8807,327.735,1.741,2.216,2041.755,8.837,ARCI02_1512,JHicks,16,NA,Algae; Invertebrate; Sparse,60,2,1,2,Carangidae,Pseudocaranx,sp,37337924,1,AD,Passing,NA
ARIC02_1512_L.avi,11642,3.8807,359.288,2.358,8.035,2356.398,12.525,ARCI02_1512,JHicks,16,NA,Algae; Invertebrate; Sparse,60,2,1,2,Carangidae,Pseudocaranx,sp,37337924,1,AD,Passing,NA
ARIC02_1512_L.avi,11642,3.8807,3170.476,19.497,27.766,3082.887,17.986,ARCI02_1512,JHicks,16,NA,Algae; Invertebrate; Sparse,60,2,1,2,Carangidae,Pseudocaranx,sp,37337924,1,AD,Passing,NA
ARIC02_1512_L.avi,11642,3.8807,345.812,1.111,1.629,1981.555,11.167,ARCI02_1512,JHicks,16,NA,Algae; Invertebrate; Sparse,60,2,1,2,Carangidae,Pseudocaranx,sp,37337924,1,AD,Passing,NA
ARIC02_1512_L.avi,11652,3.884,284.355,2.571,3.777,2351.565,19.493,ARCI02_1512,JHicks,16,NA,Algae; Invertebrate; Sparse,60,2,1,2,Carangidae,Pseudocaranx,sp,37337924,1,AD,Passing,NA
ARIC02_1512_L.avi,29265,9.755,120.89,1.15,3.197,1633.135,7.346,ARCI02_1512,JHicks,16,NA,Algae; Invertebrate; Sparse,60,2,1,2,Carangidae,Pseudocaranx,sp,37337924,1,AD,Passing,NA
ARIC02_1512_L.avi,29321,9.7737,144.523,2.135,4.695,1353.733,18.454,ARCI02_1512,JHicks,16,NA,Algae; Invertebrate; Sparse,60,2,1,2,Carangidae,Pseudocaranx,sp,37337924,1,AD,Passing,NA
ARIC02_1512_L.avi,29321,9.7737,125.075,1.263,4.056,1671.475,8.306,ARCI02_1512,JHicks,16,NA,Algae; Invertebrate; Sparse,60,2,1,2,Carangidae,Pseudocaranx,sp,37337924,1,AD,Passing,NA
ARIC02_1512_L.avi,29997,9.999,324.954,1.41,2.425,2004.472,8.247,ARCI02_1512,JHicks,16,NA,Algae; Invertebrate; Sparse,60,2,1,2,Carangidae,Pseudocaranx,sp,37337924,1,AD,Passing,NA
ARIC02_1512_L.avi,34519,11.5063,373.894,2.002,4.699,1946.807,8.034,ARCI02_1512,JHicks,16,NA,Algae; Invertebrate; Sparse,60,2,1,2,Carangidae,Pseudocaranx,sp,37337924,1,AD,Passing,NA
ARIC02_1512_L.avi,34791,11.597,268.083,1.292,2.794,1877.496,6.151,ARCI02_1512,JHicks,16,NA,Algae; Invertebrate; Sparse,60,2,1,2,Carangidae,Pseudocaranx,sp,37337924,1,AD,Passing,NA
ARIC02_1512_L.avi,34791,11.597,330.486,2.227,1.944,1767.178,7.413,ARCI02_1512,JHicks,16,NA,Algae; Invertebrate; Sparse,60,2,1,2,Carangidae,Pseudocaranx,sp,37337924,1,AD,Passing,NA
ARIC02_1512_L.avi,34960,11.6533,309.741,2.146,2.32,1729.681,13.794,ARCI02_1512,JHicks,16,NA,Algae; Invertebrate; Sparse,60,2,1,2,Carangidae,Pseudocaranx,sp,37337924,1,AD,Passing,NA
ARIC02_1512_L.avi,34960,11.6533,335.317,1.384,3.758,1935.404,10.569,ARCI02_1512,JHicks,16,NA,Algae; Invertebrate; Sparse,60,2,1,2,Carangidae,Pseudocaranx,sp,37337924,1,AD,Passing,NA
ARIC02_1512_L.avi,35246,11.7487,399.461,3.157,6.478,2366.4,1.67,ARCI02_1512,JHicks,16,NA,Algae; Invertebrate; Sparse,60,2,1,2,Carangidae,Pseudocaranx,sp,37337924,1,AD,Passing,NA
ARIC02_1512_L.avi,96301,32.1003,241.218,1.581,1.506,1784.394,17.812,ARCI02_1512,JHicks,16,NA,Algae; Invertebrate; Sparse,60,2,1,2,Carangidae,Pseudocaranx,sp,37337924,1,AD,Passing,NA
ARIC02_1512_L.avi,96301,32.1003,294.692,1.15,4.003,1975.347,6.804,ARCI02_1512,JHicks,16,NA,Algae; Invertebrate; Sparse,60,2,1,2,Carangidae,Pseudocaranx,sp,37337924,1,AD,Passing,NA
ARIC02_1512_L.avi,95214,31.738,391.245,2.958,4.364,1789.746,12.893,ARCI02_1512,JHicks,16,NA,Algae; Invertebrate; Sparse,60,2,1,2,Sillaginidae,Sillaginodes,punctatus,37330001,1,AD,Passing,NA
ARIC02_1512_L.avi,146201,48.7337,194.624,2.748,0.988,1728.711,9.668,ARCI02_1512,JHicks,16,NA,Algae; Invertebrate; Sparse,60,2,1,2,Scorpididae,Tilodon,sexfasciatus,37361003,1,AD,Passing,NA
ARIC03_1512_L.avi,12859,4.2863,145.299,2.335,3.631,1712.736,17.445,ARCI03_1512,JHicks,16,NA,Reef; Algae and invertebrates: Medium,60,1,3,1,Labridae,Austrolabrus,maculatus,37384025,1,AD,Passing,NA
ARIC03_1512_L.avi,28432,9.4773,309.315,0.573,1.656,1032.088,6.256,ARCI03_1512,JHicks,16,NA,Reef; Algae and invertebrates: Medium,60,1,3,1,Monacanthidae,Meuschenia,hippocrepis,37465004,1,AD,Passing,NA
ARIC03_1512_L.avi,86582,28.8607,354.699,0.798,5.477,1004.092,13.075,ARCI03_1512,JHicks,16,NA,Reef; Algae and invertebrates: Medium,60,1,3,1,Monacanthidae,Meuschenia,hippocrepis,37465004,1,AD,Passing,NA
ARIC03_1512_L.avi,146448,48.816,308.159,0.624,4.258,1044.979,6.09,ARCI03_1512,JHicks,16,NA,Reef; Algae and invertebrates: Medium,60,1,3,1,Monacanthidae,Meuschenia,hippocrepis,37465004,1,AD,Passing,NA
ARIC03_1512_L.avi,14799,4.933,361.257,2.467,4.986,2035.098,21.861,ARCI03_1512,JHicks,16,NA,Reef; Algae and invertebrates: Medium,60,1,3,1,Labridae,Notolabrus,parilus,37384022,1,AD,Passing,NA
ARIC03_1512_L.avi,146428,48.8093,402.198,0.674,4.919,1169.354,12.374,ARCI03_1512,JHicks,16,NA,Reef; Algae and invertebrates: Medium,60,1,3,1,Labridae,Notolabrus,tetricus,37384003,1,AD,Passing,NA
ARIC03_1512_L.avi,86116,28.7053,136.326,1.855,11.773,1452.474,11.547,ARCI03_1512,JHicks,16,NA,Reef; Algae and invertebrates: Medium,60,1,3,1,Labridae,Pictilabrus,laticlavius,37384020,1,AD,Passing,NA
ARIC03_1512_L.avi,63224,21.0747,244.715,1.075,2.626,1114.693,9.224,ARCI03_1512,JHicks,16,NA,Reef; Algae and invertebrates: Medium,60,1,3,1,Carangidae,Pseudocaranx,sp,37337924,1,AD,Attracted,NA
ARIC03_1512_L.avi,63241,21.0803,280.911,1.383,21.076,1365.949,9.796,ARCI03_1512,JHicks,16,NA,Reef; Algae and invertebrates: Medium,60,1,3,1,Carangidae,Pseudocaranx,sp,37337924,1,AD,Attracted,NA
ARIC03_1512_L.avi,63241,21.0803,254.916,0.758,3.765,1119.999,10.297,ARCI03_1512,JHicks,16,NA,Reef; Algae and invertebrates: Medium,60,1,3,1,Carangidae,Pseudocaranx,sp,37337924,1,AD,Attracted,NA
ARIC03_1512_L.avi,63387,21.129,256.425,0.779,7.767,949.909,6.781,ARCI03_1512,JHicks,16,NA,Reef; Algae and invertebrates: Medium,60,1,3,1,Carangidae,Pseudocaranx,sp,37337924,1,AD,Attracted,NA
ARIC03_1512_L.avi,95534,31.8447,248.369,0.553,4.861,921.147,11.77,ARCI03_1512,JHicks,16,NA,Reef; Algae and invertebrates: Medium,60,1,3,1,Carangidae,Pseudocaranx,sp,37337924,1,AD,Passing,NA
ARIC03_1512_L.avi,95679,31.893,267.324,0.549,3.864,952.924,8.929,ARCI03_1512,JHicks,16,NA,Reef; Algae and invertebrates: Medium,60,1,3,1,Carangidae,Pseudocaranx,sp,37337924,1,AD,Passing,NA
ARIC03_1512_L.avi,95859,31.953,248.734,0.662,4.504,1072.426,11.612,ARCI03_1512,JHicks,16,NA,Reef; Algae and invertebrates: Medium,60,1,3,1,Carangidae,Pseudocaranx,sp,37337924,1,AD,Passing,NA
ARIC04_1512_L.avi,35096,11.6987,152.972,1.106,6.893,1767.512,11.575,ARCI04_1512,JHicks,17,NA,Reef; Mixed algal; Flat,60,2,1,1,Labridae,Austrolabrus,maculatus,37384025,1,AD,Passing,NA
ARIC04_1512_L.avi,18065,6.0217,352.132,5.425,1.048,2392.913,9.548,ARCI04_1512,JHicks,17,NA,Reef; Mixed algal; Flat,60,2,1,1,Cheilodactylidae,Cheilodactylus,nigripes,37377001,1,AD,Passing,NA
ARIC04_1512_L.avi,159407,53.1357,470.11,5.76,8.015,2752.783,13.586,ARCI04_1512,JHicks,17,NA,Reef; Mixed algal; Flat,60,2,1,1,Cheilodactylidae,Dactylophora,nigricans,37377005,1,AD,Passing,NA
ARIC04_1512_L.avi,31292,10.4307,294.254,2.169,3.231,2184.947,9.276,ARCI04_1512,JHicks,17,NA,Reef; Mixed algal; Flat,60,2,1,1,Kyphosidae,Girella,zebra,37361008,1,AD,Passing,NA
ARIC04_1512_L.avi,98808,32.936,217.147,1.684,3.499,2004.708,9.406,ARCI04_1512,JHicks,17,NA,Reef; Mixed algal; Flat,60,2,1,1,Monacanthidae,Meuschenia,hippocrepis,37465004,1,AD,Passing,NA
ARIC04_1512_L.avi,102977,34.3257,234.614,1.574,3.02,1413.933,4.533,ARCI04_1512,JHicks,17,NA,Reef; Mixed algal; Flat,60,2,1,1,Monacanthidae,Meuschenia,hippocrepis,37465004,1,AD,Passing,NA
ARIC04_1512_L.avi,23461,7.8203,445.401,4.022,6.285,2654.065,8.391,ARCI04_1512,JHicks,17,NA,Reef; Mixed algal; Flat,60,2,1,1,Labridae,Notolabrus,parilus,37384022,1,AD,Passing,NA
ARIC04_1512_L.avi,52201,17.4003,398.414,2.896,11.668,2474.748,16.044,ARCI04_1512,JHicks,17,NA,Reef; Mixed algal; Flat,60,2,1,1,Labridae,Notolabrus,parilus,37384022,1,AD,Passing,NA
ARIC04_1512_L.avi,23729,7.9097,457.817,10.967,13.088,4166.136,8.434,ARCI04_1512,JHicks,17,NA,Reef; Mixed algal; Flat,60,2,1,1,Labridae,Notolabrus,tetricus,37384003,1,AD,Passing,NA
ARIC04_1512_L.avi,22701,7.567,203.198,2.669,8.059,2278.275,16.121,ARCI04_1512,JHicks,17,NA,Reef; Mixed algal; Flat,60,2,1,1,Sparidae,Pagrus,auratus,37353001,1,J,Passing,NA
ARIC04_1512_L.avi,22701,7.567,210.838,2.317,7.744,2159.952,7.015,ARCI04_1512,JHicks,17,NA,Reef; Mixed algal; Flat,60,2,1,1,Sparidae,Pagrus,auratus,37353001,1,J,Passing,NA
ARIC04_1512_L.avi,22725,7.575,240.977,2.944,2.317,1969.023,6.169,ARCI04_1512,JHicks,17,NA,Reef; Mixed algal; Flat,60,2,1,1,Sparidae,Pagrus,auratus,37353001,1,J,Passing,NA
ARIC04_1512_L.avi,31299,10.433,169.024,1.925,3.116,1744.69,20.658,ARCI04_1512,JHicks,17,NA,Reef; Mixed algal; Flat,60,2,1,1,Sparidae,Pagrus,auratus,37353001,1,AD,Passing,NA
ARIC04_1512_L.avi,82597,27.5323,575.585,2.055,4.734,1937.722,12.572,ARCI04_1512,JHicks,17,NA,Reef; Mixed algal; Flat,60,2,1,1,Sparidae,Pagrus,auratus,37353001,1,AD,Feeding,NA
ARIC04_1512_L.avi,82617,27.539,427.001,1.805,2.005,1602.836,15.284,ARCI04_1512,JHicks,17,NA,Reef; Mixed algal; Flat,60,2,1,1,Sparidae,Pagrus,auratus,37353001,1,AD,Feeding,NA
ARIC04_1512_L.avi,83373,27.791,213.83,0.57,1.564,1026.448,13.841,ARCI04_1512,JHicks,17,NA,Reef; Mixed algal; Flat,60,2,1,1,Sparidae,Pagrus,auratus,37353001,1,AD,Passing,NA
ARIC04_1512_L.avi,83494,27.8313,458.608,4.48,4.14,2554.02,13.958,ARCI04_1512,JHicks,17,NA,Reef; Mixed algal; Flat,60,2,1,1,Sparidae,Pagrus,auratus,37353001,1,AD,Passing,NA
ARIC04_1512_L.avi,83520,27.84,255.583,3.815,2.893,1934.094,10.569,ARCI04_1512,JHicks,17,NA,Reef; Mixed algal; Flat,60,2,1,1,Sparidae,Pagrus,auratus,37353001,1,AD,Passing,NA
ARIC04_1512_L.avi,83520,27.84,163.214,1.764,1.253,1343.266,6.839,ARCI04_1512,JHicks,17,NA,Reef; Mixed algal; Flat,60,2,1,1,Sparidae,Pagrus,auratus,37353001,1,AD,Passing,NA
